ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
2022-01-11,9,484,1
2022-01-11,9,576,1
2022-01-11,10,464,1
2022-01-12,4,484,1
2022-01-12,6,537,1
2022-01-12,9,473,1
2022-01-12,9,479,1
2022-01-13,4,529,1
2022-01-13,9,473,1
2022-01-14,1,358,1
2022-01-14,6,485,1
2022-01-14,9,371,1
2022-01-14,10,229,1
2022-01-14,10,529,1
2022-01-15,1,232,1
2022-01-15,1,541,1
2022-01-15,6,477,1
2022-01-15,7,538,1
2022-01-15,8,530,1
2022-01-15,9,360,1
2022-01-15,9,488,1
2022-01-15,9,529,1
2022-01-15,10,478,1
2022-01-16,9,540,1
2022-01-16,10,588,1
2022-01-17,4,214,1
2022-01-17,4,220,1
2022-01-17,4,528,1
2022-01-17,6,477,1
2022-01-17,6,529,1
2022-01-17,8,484,1
2022-01-17,9,477,1
2022-01-17,9,485,1
2022-01-18,1,528,1
2022-01-18,4,487,1
2022-01-18,4,528,1
2022-01-18,6,481,2
2022-01-18,8,220,1
2022-01-18,9,471,1
2022-01-18,9,474,1
2022-01-18,9,477,1
2022-01-18,10,529,1
2022-01-19,1,478,1
2022-01-19,9,214,1
2022-01-19,9,541,1
2022-01-19,10,475,1
2022-01-19,10,539,1
2022-01-20,7,229,1
2022-01-20,8,484,1
2022-01-20,8,538,1
2022-01-20,9,485,1
2022-01-20,10,215,1
2022-01-20,10,573,1
2022-01-21,4,477,1
2022-01-21,7,214,1
2022-01-21,8,529,1
2022-01-21,9,489,1
2022-01-21,10,479,1
2022-01-22,4,529,1
2022-01-22,6,535,1
2022-01-22,6,540,1
2022-01-22,8,529,1
2022-01-22,9,215,1
2022-01-22,9,477,1
2022-01-22,10,215,1
2022-01-23,6,223,1
2022-01-23,7,530,1
2022-01-24,6,214,1
2022-01-24,9,477,2
2022-01-25,1,529,1
2022-01-25,6,479,1
2022-01-26,4,480,1
2022-01-26,4,530,1
2022-01-26,6,226,1
2022-01-26,6,477,1
2022-01-26,6,537,1
2022-01-26,7,537,1
2022-01-27,1,472,1
2022-01-27,1,528,1
2022-01-27,6,485,1
2022-01-28,1,537,1
2022-01-28,4,485,1
2022-01-28,6,536,1
2022-01-28,8,477,1
2022-01-28,9,358,1
2022-01-28,9,371,1
2022-01-28,9,487,1
2022-01-28,10,481,1
2022-01-28,10,530,1
2022-01-29,4,606,1
2022-01-29,6,528,1
2022-01-29,6,537,1
2022-01-29,7,536,1
2022-01-29,9,466,1
2022-01-29,10,530,1
2022-01-30,4,528,1
2022-01-30,9,462,1
2022-01-31,4,477,1
2022-01-31,6,537,1
2022-01-31,8,479,1
2022-01-31,8,535,1
2022-02-01,1,477,1
2022-02-01,1,480,1
2022-02-01,1,600,1
2022-02-01,4,477,1
2022-02-01,4,485,1
2022-02-01,7,223,1
2022-02-01,9,528,1
2022-02-02,7,477,1
2022-02-02,8,232,1
2022-02-02,10,529,1
2022-02-02,10,538,1
2022-02-03,10,480,1
2022-02-04,4,529,1
2022-02-04,8,480,2
2022-02-04,9,560,1
2022-02-05,4,477,1
2022-02-05,4,541,1
2022-02-05,6,214,1
2022-02-05,6,478,1
2022-02-05,6,481,1
2022-02-05,6,535,1
2022-02-05,9,478,1
2022-02-05,9,604,1
2022-02-06,1,223,1
2022-02-06,1,485,1
2022-02-06,4,479,1
2022-02-06,4,528,1
2022-02-06,4,530,1
2022-02-06,4,539,1
2022-02-06,8,535,1
2022-02-06,10,487,1
2022-02-06,10,600,1
2022-02-07,1,582,1
2022-02-07,4,476,1
2022-02-07,4,487,1
2022-02-07,8,539,1
2022-02-07,8,562,1
2022-02-07,9,472,1
2022-02-07,9,528,1
2022-02-07,10,478,1
2022-02-07,10,539,1
2022-02-08,4,215,1
2022-02-08,4,478,1
2022-02-08,6,478,1
2022-02-08,7,215,1
2022-02-08,9,477,1
2022-02-09,7,377,1
2022-02-09,7,477,1
2022-02-09,8,226,1
2022-02-10,1,223,1
2022-02-10,7,481,1
2022-02-11,1,476,1
2022-02-11,6,477,1
2022-02-11,6,478,2
2022-02-11,6,529,1
2022-02-11,7,356,1
2022-02-11,10,539,1
2022-02-12,1,477,1
2022-02-12,4,477,1
2022-02-12,4,480,1
2022-02-12,6,485,1
2022-02-12,7,529,1
2022-02-12,9,480,1
2022-02-12,9,485,1
2022-02-12,10,479,1
2022-02-13,7,529,1
2022-02-13,9,214,1
2022-02-13,9,528,1
2022-02-14,1,229,1
2022-02-14,4,530,1
2022-02-14,6,535,1
2022-02-14,7,362,1
2022-02-14,9,477,1
2022-02-14,10,480,1
2022-02-15,4,223,1
2022-02-15,4,536,1
2022-02-15,4,541,1
2022-02-15,6,477,1
2022-02-15,9,606,1
2022-02-16,8,538,1
2022-02-17,1,214,1
2022-02-17,1,530,1
2022-02-17,1,536,1
2022-02-17,4,214,1
2022-02-17,4,605,2
2022-02-17,6,485,1
2022-02-17,6,490,1
2022-02-17,9,385,1
2022-02-17,9,477,1
2022-02-18,4,220,1
2022-02-18,6,530,1
2022-02-19,4,528,1
2022-02-19,4,529,1
2022-02-19,4,537,1
2022-02-19,7,354,1
2022-02-19,9,583,1
2022-02-20,1,214,1
2022-02-20,1,371,1
2022-02-20,4,573,1
2022-02-20,7,528,1
2022-02-20,8,229,1
2022-02-20,9,477,1
2022-02-20,9,530,1
2022-02-20,10,485,1
2022-02-21,6,477,1
2022-02-21,9,477,1
2022-02-21,9,580,1
2022-02-22,4,223,1
2022-02-22,4,232,1
2022-02-22,8,485,1
2022-02-22,9,479,1
2022-02-22,9,484,1
2022-02-23,4,226,1
2022-02-23,4,462,1
2022-02-23,4,475,1
2022-02-23,9,539,1
2022-02-23,10,475,1
2022-02-23,10,477,1
2022-02-24,1,530,1
2022-02-24,4,220,1
2022-02-24,6,475,1
2022-02-24,7,540,1
2022-02-24,8,478,1
2022-02-24,8,484,1
2022-02-24,8,588,1
2022-02-24,8,599,1
2022-02-24,9,477,2
2022-02-24,9,562,1
2022-02-25,1,466,1
2022-02-25,1,477,1
2022-02-25,1,480,1
2022-02-26,1,537,1
2022-02-26,5,540,1
2022-02-26,6,477,1
2022-02-26,7,480,1
2022-02-27,1,235,1
2022-02-27,1,528,1
2022-02-27,1,538,1
2022-02-27,4,529,1
2022-02-27,6,477,1
2022-02-27,6,528,1
2022-02-27,6,583,1
2022-02-27,9,226,1
2022-02-27,9,478,1
2022-02-28,4,478,1
2022-02-28,6,478,1
2022-02-28,7,536,1
2022-02-28,9,479,1
2022-02-28,9,482,1
2022-02-28,9,539,1
2022-03-01,4,477,2
2022-03-01,4,535,1
2022-03-01,4,595,1
2022-03-01,8,215,1
2022-03-01,8,529,1
2022-03-01,9,220,1
2022-03-01,1,480,1
2022-03-01,6,530,1
2022-03-01,8,582,1
2022-03-01,10,485,1
2022-03-02,1,485,1
2022-03-02,4,528,1
2022-03-02,6,530,1
2022-03-02,9,474,1
2022-03-03,1,215,1
2022-03-03,1,540,1
2022-03-03,4,528,1
2022-03-03,6,462,1
2022-03-03,7,375,1
2022-03-03,10,223,1
2022-03-04,4,479,1
2022-03-04,6,232,1
2022-03-04,6,528,1
2022-03-04,9,528,1
2022-03-04,10,487,1
2022-03-05,4,354,1
2022-03-05,4,477,1
2022-03-05,6,580,1
2022-03-05,9,223,1
2022-03-06,6,220,1
2022-03-06,7,536,1
2022-03-07,1,223,1
2022-03-07,4,491,1
2022-03-07,4,535,1
2022-03-07,4,575,1
2022-03-07,6,476,1
2022-03-07,9,214,1
2022-03-08,1,490,1
2022-03-08,4,538,1
2022-03-08,8,215,1
2022-03-08,9,354,1
2022-03-08,9,605,1
2022-03-08,10,606,1
2022-03-09,1,352,1
2022-03-09,6,472,1
2022-03-09,7,214,1
2022-03-09,7,528,1
2022-03-09,7,537,1
2022-03-09,9,536,1
2022-03-10,6,478,1
2022-03-10,10,528,1
2022-03-11,4,478,1
2022-03-11,4,485,1
2022-03-11,6,214,1
2022-03-11,7,541,1
2022-03-12,1,477,1
2022-03-12,4,232,1
2022-03-12,4,577,1
2022-03-12,8,479,1
2022-03-12,10,360,1
2022-03-13,4,482,1
2022-03-13,7,541,1
2022-03-13,8,480,2
2022-03-13,9,352,1
2022-03-13,9,358,1
2022-03-14,4,232,1
2022-03-14,4,477,1
2022-03-14,6,529,1
2022-03-14,9,530,1
2022-03-14,9,606,1
2022-03-15,6,215,1
2022-03-15,6,480,1
2022-03-16,1,471,1
2022-03-16,4,538,1
2022-03-16,4,571,1
2022-03-16,4,587,1
2022-03-16,9,489,1
2022-03-16,9,537,1
2022-03-17,4,480,1
2022-03-17,4,535,1
2022-03-17,6,214,1
2022-03-17,9,541,1
2022-03-18,1,356,1
2022-03-18,4,529,1
2022-03-18,6,464,1
2022-03-18,7,473,1
2022-03-18,7,477,1
2022-03-18,7,538,1
2022-03-18,9,538,1
2022-03-18,10,479,1
2022-03-19,1,528,1
2022-03-19,4,477,1
2022-03-19,4,478,1
2022-03-19,9,475,1
2022-03-20,1,480,1
2022-03-20,4,490,1
2022-03-20,4,605,1
2022-03-20,7,360,1
2022-03-20,9,466,1
2022-03-20,10,538,1
2022-03-21,1,540,1
2022-03-21,1,604,1
2022-03-21,6,538,1
2022-03-21,7,528,1
2022-03-21,9,220,1
2022-03-21,9,573,1
2022-03-21,10,581,1
2022-03-22,1,478,1
2022-03-22,6,538,1
2022-03-22,9,220,1
2022-03-22,9,480,1
2022-03-22,10,485,1
2022-03-23,4,477,1
2022-03-23,6,487,1
2022-03-23,8,536,1
2022-03-24,9,477,1
2022-03-25,4,530,1
2022-03-25,6,214,1
2022-03-25,6,530,1
2022-03-25,9,477,1
2022-03-25,9,538,1
2022-03-26,1,220,1
2022-03-26,4,483,1
2022-03-26,7,223,1
2022-03-26,8,485,1
2022-03-27,4,479,1
2022-03-27,6,223,1
2022-03-27,6,477,1
2022-03-27,7,472,1
2022-03-27,7,477,1
2022-03-27,7,537,1
2022-03-27,10,214,1
2022-03-28,1,215,1
2022-03-28,4,214,1
2022-03-28,4,537,1
2022-03-28,7,362,1
2022-03-28,9,223,1
2022-03-28,9,473,1
2022-03-28,9,476,1
2022-03-28,10,223,1
2022-03-29,1,220,1
2022-03-29,1,475,1
2022-03-29,1,528,1
2022-03-29,4,475,1
2022-03-29,6,480,1
2022-03-29,7,220,1
2022-03-29,10,214,1
2022-03-29,10,596,1
2022-03-30,1,479,1
2022-03-30,1,566,1
2022-03-30,6,485,1
2022-03-30,6,537,1
2022-03-30,7,529,1
2022-03-31,1,387,1
2022-03-31,4,482,1
2022-03-31,4,528,1
2022-03-31,6,480,1
2022-03-31,7,482,1
2022-04-01,4,215,1
2022-04-01,4,354,1
2022-04-01,4,580,1
2022-04-01,6,229,1
2022-04-01,6,528,1
2022-04-01,8,383,1
2022-04-02,8,220,1
2022-04-02,10,480,1
2022-04-03,4,477,1
2022-04-03,4,491,1
2022-04-03,6,486,1
2022-04-03,9,235,1
2022-04-03,9,536,1
2022-04-03,9,564,1
2022-04-03,10,480,1
2022-04-03,10,535,1
2022-04-04,4,480,1
2022-04-04,4,538,1
2022-04-04,7,561,1
2022-04-04,8,360,1
2022-04-04,8,477,1
2022-04-04,9,477,1
2022-04-05,6,480,1
2022-04-05,7,539,1
2022-04-05,8,539,1
2022-04-06,1,220,1
2022-04-06,1,356,1
2022-04-06,1,477,1
2022-04-06,4,214,1
2022-04-06,4,223,2
2022-04-06,4,574,1
2022-04-06,8,605,1
2022-04-07,8,214,1
2022-04-07,8,480,1
2022-04-07,10,528,1
2022-04-07,10,530,1
2022-04-07,10,577,1
2022-04-08,4,476,1
2022-04-08,4,540,1
2022-04-08,7,215,1
2022-04-08,9,488,1
2022-04-08,10,215,1
2022-04-09,7,220,1
2022-04-09,9,539,1
2022-04-10,4,528,1
2022-04-10,6,220,1
2022-04-10,8,471,1
2022-04-10,8,560,1
2022-04-10,9,484,1
2022-04-10,10,383,1
2022-04-10,10,566,1
2022-04-11,1,537,1
2022-04-11,4,536,1
2022-04-11,4,588,1
2022-04-11,7,479,1
2022-04-11,7,480,1
2022-04-11,9,375,1
2022-04-11,9,484,1
2022-04-11,9,563,1
2022-04-12,4,530,1
2022-04-12,6,576,1
2022-04-12,7,575,1
2022-04-12,9,477,1
2022-04-12,10,478,1
2022-04-12,10,606,1
2022-04-13,1,477,1
2022-04-13,4,478,2
2022-04-13,9,483,1
2022-04-14,4,590,1
2022-04-14,6,480,1
2022-04-14,10,215,1
2022-04-14,10,529,1
2022-04-14,10,590,1
2022-04-15,1,490,1
2022-04-15,7,477,1
2022-04-15,7,488,1
2022-04-15,7,489,1
2022-04-15,9,480,1
2022-04-16,4,479,1
2022-04-16,4,537,1
2022-04-16,4,581,1
2022-04-16,8,529,1
2022-04-17,1,539,1
2022-04-17,8,472,1
2022-04-17,8,605,1
2022-04-17,9,565,1
2022-04-17,9,567,1
2022-04-18,1,383,1
2022-04-18,4,561,1
2022-04-18,7,464,1
2022-04-18,9,479,1
2022-04-18,10,479,1
2022-04-18,10,577,1
2022-04-19,4,214,1
2022-04-19,4,478,1
2022-04-19,6,528,1
2022-04-19,7,486,1
2022-04-19,7,530,1
2022-04-19,10,487,1
2022-04-20,8,583,1
2022-04-20,10,482,1
2022-04-21,4,235,1
2022-04-21,4,477,1
2022-04-21,9,383,1
2022-04-22,4,528,1
2022-04-22,7,541,1
2022-04-22,8,530,1
2022-04-22,8,584,1
2022-04-23,1,484,1
2022-04-23,4,215,1
2022-04-23,4,226,1
2022-04-23,4,480,1
2022-04-23,6,220,1
2022-04-23,6,466,1
2022-04-23,7,529,1
2022-04-23,8,538,1
2022-04-23,9,480,1
2022-04-24,4,220,1
2022-04-24,4,477,1
2022-04-24,7,215,1
2022-04-24,7,352,1
2022-04-24,7,477,1
2022-04-24,9,589,1
2022-04-25,1,485,1
2022-04-25,6,464,1
2022-04-25,7,477,1
2022-04-25,7,484,1
2022-04-25,7,530,1
2022-04-25,9,479,1
2022-04-25,9,538,1
2022-04-25,10,481,1
2022-04-26,1,220,1
2022-04-26,1,480,1
2022-04-26,4,478,1
2022-04-26,4,480,1
2022-04-26,7,480,1
2022-04-26,9,488,1
2022-04-27,1,480,1
2022-04-27,1,529,1
2022-04-27,4,215,1
2022-04-27,4,529,1
2022-04-27,7,215,1
2022-04-27,9,214,1
2022-04-27,9,580,1
2022-04-28,4,358,1
2022-04-28,8,528,1
2022-04-28,9,377,1
2022-04-28,9,535,1
2022-04-28,10,215,1
2022-04-28,10,480,1
2022-04-28,10,528,1
2022-04-29,1,541,1
2022-04-29,4,474,1
2022-04-29,4,490,1
2022-04-29,4,528,1
2022-04-29,10,358,1
2022-04-30,1,480,1
2022-04-30,4,215,1
2022-04-30,4,478,1
2022-04-30,7,489,1
2022-04-30,8,581,1
2022-04-30,9,480,1
2022-05-01,1,485,1
2022-05-01,4,215,1
2022-05-01,4,360,1
2022-05-01,10,479,1
2022-05-02,4,214,1
2022-05-02,4,477,1
2022-05-02,4,528,1
2022-05-02,9,480,1
2022-05-03,9,529,1
2022-05-04,4,606,1
2022-05-04,6,476,1
2022-05-04,7,539,1
2022-05-04,8,538,1
2022-05-04,8,571,1
2022-05-05,1,483,1
2022-05-05,4,480,1
2022-05-05,4,483,1
2022-05-05,8,223,1
2022-05-05,8,541,1
2022-05-05,9,480,1
2022-05-05,9,487,1
2022-05-06,4,215,1
2022-05-06,4,477,1
2022-05-06,6,466,1
2022-05-06,6,485,1
2022-05-06,7,220,1
2022-05-06,7,528,1
2022-05-06,8,528,1
2022-05-06,9,480,1
2022-05-07,4,578,1
2022-05-07,7,538,1
2022-05-07,10,214,1
2022-05-08,4,476,1
2022-05-08,4,537,1
2022-05-08,9,223,1
2022-05-08,9,535,1
2022-05-09,1,484,1
2022-05-09,4,220,1
2022-05-09,6,530,1
2022-05-09,7,362,1
2022-05-09,9,480,1
2022-05-09,9,528,1
2022-05-09,9,537,1
2022-05-10,1,578,1
2022-05-10,4,385,1
2022-05-10,4,480,1
2022-05-10,6,478,1
2022-05-10,6,537,1
2022-05-10,7,215,1
2022-05-11,1,223,1
2022-05-11,1,480,1
2022-05-11,6,536,1
2022-05-11,10,541,1
2022-05-12,4,214,1
2022-05-12,4,229,1
2022-05-12,4,479,1
2022-05-12,4,606,1
2022-05-12,10,360,1
2022-05-12,10,604,1
2022-05-13,7,220,1
2022-05-14,4,485,1
2022-05-14,4,529,1
2022-05-14,6,483,1
2022-05-14,6,485,1
2022-05-14,6,536,1
2022-05-14,7,580,1
2022-05-14,9,477,1
2022-05-15,1,480,1
2022-05-15,1,489,1
2022-05-15,6,214,1
2022-05-15,6,235,1
2022-05-15,6,485,1
2022-05-15,9,214,1
2022-05-16,1,569,1
2022-05-16,6,480,1
2022-05-16,6,537,1
2022-05-16,8,466,1
2022-05-16,9,214,1
2022-05-16,9,487,1
2022-05-16,9,488,1
2022-05-17,1,478,1
2022-05-17,6,477,1
2022-05-17,7,220,1
2022-05-17,7,568,1
2022-05-17,10,214,1
2022-05-18,9,536,1
2022-05-19,1,480,1
2022-05-19,4,223,1
2022-05-19,9,214,1
2022-05-19,9,389,1
2022-05-20,1,471,1
2022-05-20,4,573,1
2022-05-20,4,582,1
2022-05-20,6,226,1
2022-05-20,7,576,1
2022-05-21,1,358,1
2022-05-21,1,535,1
2022-05-21,4,226,1
2022-05-21,4,537,1
2022-05-21,6,214,1
2022-05-21,9,487,1
2022-05-22,4,214,1
2022-05-22,4,478,1
2022-05-22,4,487,1
2022-05-22,9,215,1
2022-05-23,1,354,1
2022-05-23,1,606,1
2022-05-23,4,574,1
2022-05-23,4,577,1
2022-05-23,7,572,1
2022-05-24,1,462,1
2022-05-24,6,362,1
2022-05-24,6,528,1
2022-05-24,7,573,1
2022-05-24,8,536,1
2022-05-24,9,562,1
2022-05-24,9,579,1
2022-05-25,1,474,1
2022-05-25,7,466,1
2022-05-25,8,215,1
2022-05-25,9,223,1
2022-05-25,9,488,1
2022-05-25,10,564,1
2022-05-26,1,528,1
2022-05-26,6,528,1
2022-05-26,7,478,1
2022-05-26,8,539,1
2022-05-26,9,479,1
2022-05-26,10,220,1
2022-05-26,10,235,1
2022-05-26,10,530,1
2022-05-27,1,214,1
2022-05-27,1,528,1
2022-05-27,4,538,1
2022-05-27,8,229,1
2022-05-28,4,226,1
2022-05-28,4,477,1
2022-05-28,7,371,1
2022-05-28,7,540,1
2022-05-28,9,220,1
2022-05-28,9,482,1
2022-05-28,10,529,1
2022-05-29,1,362,1
2022-05-29,8,214,1
2022-05-29,9,214,1
2022-05-29,9,220,1
2022-05-29,9,379,1
2022-05-29,9,462,1
2022-05-29,9,478,1
2022-05-29,10,485,1
2022-05-30,1,479,1
2022-05-30,1,529,1
2022-05-30,1,538,1
2022-05-30,4,478,1
2022-05-30,4,480,1
2022-05-30,4,605,1
2022-05-30,9,220,1
2022-05-30,9,480,1
2022-05-30,9,537,1
2022-05-30,9,582,1
2022-05-30,10,530,1
2022-05-31,1,528,1
2022-05-31,6,360,1
2022-05-31,6,535,1
2022-05-31,6,536,1
2022-05-31,7,568,1
2022-05-31,9,484,1
2022-05-31,9,584,1
2022-05-31,10,477,1
2022-06-01,6,582,1
2022-06-01,8,358,1
2022-06-01,8,578,1
2022-06-02,1,481,1
2022-06-02,6,477,1
2022-06-03,1,538,1
2022-06-03,7,477,1
2022-06-03,7,538,1
2022-06-03,9,478,1
2022-06-03,9,479,1
2022-06-03,9,488,1
2022-06-03,10,537,1
2022-06-04,6,466,1
2022-06-05,1,220,1
2022-06-05,1,477,1
2022-06-05,7,214,1
2022-06-06,6,476,1
2022-06-06,6,485,1
2022-06-06,7,223,1
2022-06-06,8,530,1
2022-06-06,9,360,1
2022-06-06,10,536,1
2022-06-07,1,462,1
2022-06-07,1,539,1
2022-06-07,1,574,1
2022-06-07,4,352,1
2022-06-07,4,464,1
2022-06-07,4,478,1
2022-06-07,4,485,1
2022-06-07,6,235,1
2022-06-07,9,352,1
2022-06-07,9,464,1
2022-06-07,9,537,1
2022-06-07,9,538,1
2022-06-08,1,356,1
2022-06-08,1,537,1
2022-06-08,4,360,1
2022-06-08,8,563,1
2022-06-08,8,605,1
2022-06-08,9,477,1
2022-06-08,9,485,1
2022-06-09,1,478,1
2022-06-09,1,535,1
2022-06-09,6,528,1
2022-06-09,7,528,1
2022-06-09,9,387,1
2022-06-09,9,471,1
2022-06-10,1,466,1
2022-06-10,1,477,1
2022-06-10,1,581,1
2022-06-10,4,477,1
2022-06-11,4,479,1
2022-06-11,6,223,1
2022-06-11,7,485,1
2022-06-11,9,485,1
2022-06-11,9,529,1
2022-06-11,9,584,1
2022-06-12,4,478,1
2022-06-12,9,214,1
2022-06-12,9,529,1
2022-06-12,9,537,1
2022-06-12,10,477,1
2022-06-13,4,220,1
2022-06-13,8,476,1
2022-06-13,8,581,1
2022-06-13,9,214,1
2022-06-13,9,215,1
2022-06-14,1,537,1
2022-06-14,4,462,1
2022-06-14,6,229,1
2022-06-14,7,528,1
2022-06-14,9,491,1
2022-06-14,10,214,1
2022-06-14,10,477,1
2022-06-15,1,223,1
2022-06-15,6,220,1
2022-06-15,6,529,1
2022-06-15,7,475,1
2022-06-15,7,477,1
2022-06-15,8,485,1
2022-06-15,9,480,1
2022-06-15,10,478,1
2022-06-16,7,490,1
2022-06-16,7,535,1
2022-06-16,8,480,1
2022-06-16,9,479,1
2022-06-16,10,466,1
2022-06-17,1,354,1
2022-06-17,1,481,1
2022-06-17,9,489,1
2022-06-17,9,528,1
2022-06-17,9,535,1
2022-06-17,10,352,1
2022-06-17,10,597,1
2022-06-18,10,535,1
2022-06-19,1,356,1
2022-06-19,7,462,1
2022-06-19,9,487,1
2022-06-19,10,563,1
2022-06-20,1,528,1
2022-06-20,4,479,1
2022-06-20,8,586,1
2022-06-20,9,362,1
2022-06-21,7,220,1
2022-06-21,7,593,1
2022-06-21,8,482,1
2022-06-21,8,536,1
2022-06-21,9,462,1
2022-06-21,9,477,1
2022-06-21,10,220,1
2022-06-21,10,477,1
2022-06-22,1,232,1
2022-06-22,1,485,1
2022-06-22,4,529,1
2022-06-22,6,220,1
2022-06-22,6,476,1
2022-06-22,6,488,1
2022-06-22,7,540,1
2022-06-22,9,477,1
2022-06-22,9,584,1
2022-06-23,6,528,1
2022-06-23,9,539,1
2022-06-23,9,562,1
2022-06-23,9,563,1
2022-06-24,1,479,1
2022-06-24,1,480,1
2022-06-24,1,485,1
2022-06-24,1,487,1
2022-06-24,9,474,1
2022-06-24,10,581,1
2022-06-25,6,223,1
2022-06-25,7,223,1
2022-06-25,7,477,1
2022-06-25,7,529,1
2022-06-25,9,477,1
2022-06-25,9,478,1
2022-06-25,9,484,1
2022-06-25,9,539,1
2022-06-26,1,472,1
2022-06-26,6,477,1
2022-06-26,7,529,1
2022-06-26,9,538,1
2022-06-27,4,478,1
2022-06-27,4,537,1
2022-06-27,10,220,1
2022-06-28,1,214,1
2022-06-28,1,480,1
2022-06-28,1,587,1
2022-06-28,4,387,1
2022-06-28,4,528,2
2022-06-28,7,575,1
2022-06-28,7,591,1
2022-06-28,8,381,1
2022-06-28,10,477,1
2022-06-28,10,487,1
2022-06-29,4,356,1
2022-06-29,4,587,1
2022-06-29,7,477,1
2022-06-29,7,479,1
2022-06-29,8,541,1
2022-06-29,9,477,1
2022-06-30,6,491,1
2022-06-30,8,477,1
2022-06-30,9,477,1
2022-06-30,10,223,1
2022-06-30,10,477,1
